,listingAddress,unitNumber,listingId,rentAmount,rentType,bedrooms,bathrooms,housingType,dateAvailable,gmapLatitude,gmapLongitude,pets,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate
2449,Autumn Ridge Circle,,2489.0,400.0,Price per Unit,1,1,Share,2019-09-09T04:00:00.000Z,42.5014379,-76.5046679,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2450,219 EDDY STREET,4,2490.0,1100.0,Price per Unit,1,1,Rent,2019-08-29T04:00:00.000Z,42.440383,-76.4871015,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2451,207 CENTER STREET,,2491.0,1800.0,Price per Unit,3,1,Rent,2019-11-01T04:00:00.000Z,42.4353461,-76.50302816258555,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2452,208 DRYDEN ROAD,apt 401,2492.0,965.0,Price per Person,4,1,Room to Rent,2019-12-24T05:00:00.000Z,42.44184010598539,-76.48455600334432,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2453,545-47 SPENCER ROAD,,2493.0,1750.0,Price per Unit,4,1,Rent,2019-08-31T04:00:00.000Z,42.424319,-76.5109025,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2454,301 COLLEGE AVENUE,2F,2494.0,850.0,Price per Person,1,1,Room to Rent,2020-01-01T05:00:00.000Z,42.44048297534763,-76.48491641921237,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2455,23 Observatory Circle,,2495.0,1000.0,Price per Person,4,4,Room to Rent,2019-09-01T04:00:00.000Z,42.4555563,-76.43168375872183,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2456,23 Observatory Circle,,2496.0,1000.0,Price per Person,4,4,Share,2019-09-03T04:00:00.000Z,42.4555563,-76.43194834322505,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2457,419 Spring Street,1 BR House,2497.0,1150.0,Price per Unit,1,1,Rent,2020-01-01T05:00:00.000Z,42.5880394,-76.3729785,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2458,107 Cayuga Heights Rd,1,2498.0,775.0,Price per Person,2,1,Rent,2019-09-02T04:00:00.000Z,42.4568496,-76.49017359999999,No,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2459,112-14 FERRIS PLACE,112,2499.0,675.0,Price per Person,1,2,Room to Rent,2020-01-01T05:00:00.000Z,42.43842555454618,-76.48939847235613,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2460,320 DRYDEN ROAD,3J,2500.0,1100.0,Price per Person,2,2,Room to Rent,2019-12-22T05:00:00.000Z,42.44156599999999,-76.48290272578522,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2461,312 COLLEGE AVENUE,Apartment 616,2501.0,1350.0,Price per Person,3,2,Rent,2020-01-01T05:00:00.000Z,42.4409662,-76.48535579045688,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2462,Autumn Ridge,,2502.0,200.0,Price per Person,1,1,Share,2019-09-05T04:00:00.000Z,42.50358500016486,-76.5049957511734,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2463,512 Warren Rd.,,2503.0,850.0,Price per Unit,1,1,Rent,2019-09-06T04:00:00.000Z,42.4707314,-76.4649395,No,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2464,108 CATHERINE STREET,1-12,2504.0,875.0,Price per Person,10,4,Rent,2020-08-15T04:00:00.000Z,42.4403653081904,-76.48661936780275,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2465,1117 Taughannock BLVD,,2505.0,750.0,Price per Unit,3,2,Room to Rent,2019-09-07T04:00:00.000Z,42.48319599123579,-76.53391481216431,Yes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2466,320 DRYDEN ROAD,3rd Floor,2506.0,900.0,Price per Person,4,2,Rent,2020-01-01T05:00:00.000Z,42.44156599999999,-76.48287143001153,No,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2467,301 STATE STREET E,Apt 629,2507.0,1450.0,Price per Person,1,1,Room to Rent,2020-01-01T05:00:00.000Z,42.4393195,-76.4950752,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2468,99 Cayuga St,,2508.0,2500.0,Price per Unit,5,3.5,Rent,2019-09-07T04:00:00.000Z,42.543048,-76.64931399999999,Yes,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2469,134 LINDEN AVENUE,3 bedroom - R2,2509.0,950.0,Price per Person,3,2,Rent,2020-06-01T04:00:00.000Z,42.43918727555811,-76.48439069999999,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,531 STATE STREET E,,2510.0,675.0,Price per Person,9,3,Room to Rent,2020-06-01T04:00:00.000Z,42.439102,-76.48999944277244,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2471,801 SENECA STREET E,,2511.0,820.0,Price per Unit,8,4,Rent,2020-06-02T04:00:00.000Z,42.4405344,-76.48836639999999,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2472,325 DRYDEN ROAD,Single Bedroom in house,2512.0,895.0,Price per Person,7,2,Rent,2019-12-22T05:00:00.000Z,42.44117818065691,-76.48230605825222,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2473,201 THURSTON AVENUE,,2513.0,3200.0,Price per Unit,4,2,Rent,2020-06-01T04:00:00.000Z,42.4535407758834,-76.4878703,Yes,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2474,327 EDDY STREET,7E,2514.0,1175.0,Price per Person,2,1,Rent,2019-12-20T05:00:00.000Z,42.4416436,-76.48695792148749,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2475,107 COOK STREET,3,2515.0,800.0,Price per Person,1,1.5,Rent,2020-01-01T05:00:00.000Z,42.43950217469041,-76.48657678280335,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2476,238 LINDEN AVENUE (NEW),,2516.0,2250.0,Price per Unit,studio,1,Rent,2019-09-11T04:00:00.000Z,42.4412275,-76.48439069999999,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2477,119 DRYDEN ROAD,Collegetown Plaza -- Apt. 6G,2517.0,800.0,Price per Person,6,1.5,Room to Rent,2020-01-01T05:00:00.000Z,42.44165298450201,-76.48663548859327,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2478,214 STEWART AVENUE,#1,2518.0,745.0,Price per Person,3,1,Rent,2021-08-01T04:00:00.000Z,42.441424,-76.48991784427784,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2479,207-15 FALL CREEK DRIVE,1,2519.0,650.0,Price per Person,1,1,Share,2020-01-18T05:00:00.000Z,42.45262628703965,-76.4872568,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2480,311 WILLOW AVENUE,,2520.0,1600.0,Price per Unit,3,2,Rent,2019-12-19T05:00:00.000Z,42.447702284870175,-76.5012867,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2481,116 CATHERINE STREET,2,2521.0,950.0,Price per Person,2,2,Room to Rent,2019-12-16T05:00:00.000Z,42.4403509,-76.4864041,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2482,586 Snyder Hill Rd,G,2522.0,795.0,Price per Unit,studio,1,Rent,2019-09-27T04:00:00.000Z,42.420889351910326,-76.4218719,Yes,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2483,953 Dryden Road,3,2523.0,1650.0,Price per Unit,3,1,Share,2019-09-12T04:00:00.000Z,42.4541901,-76.4387515,Yes,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2484,114 SUMMIT AVENUE,G01 North,2524.0,1300.0,Price per Person,4,2,Rent,2020-08-15T04:00:00.000Z,42.44205119999999,-76.48359494114602,Yes,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2485,210 LINDEN AVENUE,101,2525.0,1300.0,Price per Unit,4,2,Rent,2020-08-15T04:00:00.000Z,42.4397514,-76.48453283889677,Yes,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2486,201 COLLEGE AVENUE,3B,2526.0,1575.0,Price per Person,2,1,Rent,2020-08-15T04:00:00.000Z,42.4394661,-76.48491379135193,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2487,434 GENEVA STREET N,House,2527.0,1500.0,Price per Unit,3,2,Rent,2019-09-14T04:00:00.000Z,42.4440351,-76.5012416,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2488,106 COOK STREET,,2528.0,800.0,Price per Person,5,2.5,Rent,2020-06-05T04:00:00.000Z,42.4397095,-76.4868304,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2489,317 HOOK PLACE,House,2529.0,1500.0,Price per Unit,3,2,Rent,2019-09-15T04:00:00.000Z,42.43923497798164,-76.5225456,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2490,312 COLLEGE AVENUE,622,2530.0,3990.0,Price per Unit,3,1,Rent,2019-12-22T05:00:00.000Z,42.4409662,-76.48590002987311,Yes,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2491,317 HOOK PLACE,entire house,2531.0,1800.0,Price per Unit,3,2,Rent,2020-03-01T05:00:00.000Z,42.439330156445656,-76.5224007607132,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2492,Northwood Apartments,,2532.0,1199.0,Price per Unit,1,1,Rent,2019-12-21T05:00:00.000Z,42.48784884830599,-76.4706665,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2493,108 CATHERINE STREET,1,2533.0,875.0,Price per Person,3,2,Rent,2020-08-20T04:00:00.000Z,42.44037650546226,-76.48661451762018,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2494,116 BLAIR STREET,06,2534.0,885.0,Price per Person,2,1,Rent,2020-06-05T04:00:00.000Z,42.4379315,-76.48615269999999,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2495,2013 Alpha Circle,14D,2535.0,1200.0,Price per Unit,1,1,Rent,2019-10-15T04:00:00.000Z,42.509191179496746,-76.142628,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2496,312 COLLEGE AVENUE,315,2536.0,1250.0,Price per Person,3,2,Rent,2019-12-20T05:00:00.000Z,42.441164949372144,-76.48533434806154,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2497,201.5 WYCKOFF AVENUE,Studio Apartment,2546.0,998.0,Price per Person,studio,1,Rent,2019-09-28T04:00:00.000Z,42.45367770056174,-76.4841874,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2498,120 VALENTINE PLACE,,2547.0,1050.0,Price per Unit,studio,1,Rent,2020-01-01T05:00:00.000Z,42.43595305675184,-76.48678694973756,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2499,207 KELVIN PLACE,4,2548.0,825.0,Price per Person,4,2,Room to Rent,2019-09-16T04:00:00.000Z,42.4564153,-76.48335924447889,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2500,208 DRYDEN ROAD,Apt 401,2549.0,965.0,Price per Person,4,1,Room to Rent,2019-12-24T05:00:00.000Z,42.4418625,-76.4847328997635,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2501,301 FAIRMOUNT AVENUE,,2550.0,2500.0,Price per Unit,3,2,Rent,2020-01-01T05:00:00.000Z,42.4400672,-76.4800534,No,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2502,115 COLLEGE AVENUE,02,2551.0,940.0,Price per Person,2,1,Rent,2020-08-01T04:00:00.000Z,42.438451,-76.48500793806708,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2503,404-06 OAK AVENUE,,2552.0,840.0,Price per Person,6,4,Rent,2020-08-01T04:00:00.000Z,42.4417425,-76.48006786617253,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2504,115 QUARRY STREET S,51,2553.0,600.0,Price per Unit,studio,1,Rent,2019-11-01T04:00:00.000Z,42.4370649,-76.48786869826522,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2505,317-21 EDDY STREET,Apt #8,2555.0,2055.0,Price per Unit,3,1,Rent,2020-08-01T04:00:00.000Z,42.4415005,-76.48698569087215,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2506,211 Linden Ave,,2556.0,930.0,Price per Person,3,2,Room to Rent,2019-12-30T05:00:00.000Z,42.43980565321939,-76.48413847533527,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2507,708 SENECA STREET E,,2557.0,790.0,Price per Person,10,3,Rent,2020-06-07T04:00:00.000Z,42.4409225,-76.48916652923033,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,119 STEWART AVENUE,1,2558.0,3160.0,Price per Unit,4,1,Rent,2020-08-01T04:00:00.000Z,42.4405241,-76.48940849410613,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2509,317-21 EDDY STREET,Apartment #7,2559.0,795.0,Price per Unit,1,1,Rent,2020-08-01T04:00:00.000Z,42.4415005,-76.487080574249,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2510,106 Northway Road,,2560.0,3000.0,Price per Unit,4,2,Rent,2020-07-20T04:00:00.000Z,42.4662544,-76.48529429999999,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2511,410 STEWART AVENUE,3,2561.0,650.0,Price per Person,3,1,Rent,2020-08-02T04:00:00.000Z,42.44262519999999,-76.4900832,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2512,503 DRYDEN ROAD,3,2562.0,750.0,Price per Person,9,2,Rent,2020-08-02T04:00:00.000Z,42.4409398,-76.4802167931918,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2513,1682 Ellis Hollow Road,1682,2563.0,1295.0,Price per Unit,2,1.5,Rent,2019-11-01T04:00:00.000Z,42.426867,-76.389493,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2514,108-10 EDDY STREET,03,2564.0,850.0,Price per Person,3,1,Rent,2021-07-01T04:00:00.000Z,42.4384697,-76.48793680245142,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2515,205 DRYDEN ROAD,401,2565.0,1345.0,Price per Person,4,2,Rent,2020-06-01T04:00:00.000Z,42.4414485,-76.48448986617966,No,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2516,504 1/2 Thurston,,2566.0,685.0,Price per Unit,studio,1,Rent,2020-08-16T04:00:00.000Z,42.45391,-76.48352450024649,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2517,THURSTON AVENUE,C31,2567.0,825.0,Price per Person,2,2,Rent,2019-09-26T04:00:00.000Z,42.45456272045989,-76.48571477850419,Yes,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2518,MAPLE AVENUE,Apt C215,2568.0,1380.0,Price per Unit,1,1,Rent,2019-10-02T04:00:00.000Z,42.438904082176144,-76.474093,Yes,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2519,MAPLEWOOD PARK,Apt C215,2569.0,1380.0,Price per Unit,1,1,Rent,2019-10-02T04:00:00.000Z,42.43938300000001,-76.47282009999999,Yes,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2520,312-24 THURSTON AVENUE,,2570.0,450.0,Price per Person,1,1,Share,2019-09-28T04:00:00.000Z,42.45432940000001,-76.48549310658325,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2521,311 GREEN STREET E,2A,2571.0,2100.0,Price per Unit,1,1,Rent,2019-11-01T04:00:00.000Z,42.4390122,-76.4940567,Yes,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2522,208 DRYDEN ROAD,,2572.0,920.0,Price per Person,5,1,Room to Rent,2020-08-01T04:00:00.000Z,42.4418625,-76.4846139159456,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2523,127 COLLEGE AVENUE,1,2573.0,1800.0,Price per Unit,2,1,Rent,2020-06-01T04:00:00.000Z,42.43857670506102,-76.4848425,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2524,133 Myers Road,,2574.0,1200.0,Price per Unit,1,1,Rent,2019-12-01T05:00:00.000Z,42.53833266847415,-76.54306035945513,No,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2525,241 LINDEN AVENUE,Apt #2,2575.0,895.0,Price per Person,7,4,Rent,2020-08-15T04:00:00.000Z,42.4412919,-76.4839841,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2526,219 LINDEN AVENUE,1,2576.0,850.0,Price per Person,2,1,Rent,2020-08-15T04:00:00.000Z,42.4402684,-76.48393890000001,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2527,407 ELMWOOD AVENUE,2,2577.0,925.0,Price per Person,9,4,Rent,2020-08-15T04:00:00.000Z,42.441497,-76.48192449999999,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2528,208 DRYDEN ROAD,,2578.0,750.0,Price per Unit,2,1,Rent,2019-12-24T05:00:00.000Z,42.4418625,-76.48489985558922,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2529,222-26 EDDY STREET,222 Apt 1,2579.0,800.0,Price per Person,1,1,Rent,2019-12-22T05:00:00.000Z,42.4405879,-76.48759023490193,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2530,312 COLLEGE AVENUE,315,2580.0,1250.0,Price per Person,3,2,Rent,2020-01-01T05:00:00.000Z,42.44121533643674,-76.48531930535944,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2531,319 COLLEGE AVENUE,Apt 16,2581.0,800.0,Price per Person,4,1.5,Rent,2020-01-01T05:00:00.000Z,42.4412278,-76.4850232,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2532,303 EDDY STREET,2,2582.0,1140.0,Price per Person,6,2,Room to Rent,2019-12-24T05:00:00.000Z,42.44102108084642,-76.48719419999999,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2533,118 BLAIR STREET,,2583.0,975.0,Price per Person,4,2.5,Rent,2020-06-01T04:00:00.000Z,42.4381259820261,-76.4861075,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
