,listingAddress,unitNumber,listingId,rentAmount,rentType,bedrooms,bathrooms,housingType,dateAvailable,gmapLatitude,gmapLongitude,pets,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate
2534,506 DRYDEN ROAD,I & II,2584.0,850.0,Price per Person,2,1,Rent,2020-06-01T04:00:00.000Z,42.4412893,-76.48029203531479,No,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2535,508 DRYDEN ROAD,II,2585.0,800.0,Price per Person,3,1,Rent,2020-06-01T04:00:00.000Z,42.44132219999999,-76.4798275,Yes,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2536,975 Dryden Road,B,2586.0,1200.0,Price per Unit,2,1,Rent,2020-07-01T04:00:00.000Z,42.455424,-76.43686459999999,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2537,208 DRYDEN ROAD,Apt. 405,2587.0,700.0,Price per Unit,1,1,Room to Rent,2020-05-26T04:00:00.000Z,42.4418625,-76.48437049479195,No,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2538,16 Cinema Drive,210,2588.0,1890.0,Price per Unit,2,2,Rent,2019-10-05T04:00:00.000Z,42.4793651,-76.47885535392224,Yes,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2539,128 HUDSON STREET,,2589.0,800.0,Price per Person,6,2,Room to Rent,2020-01-01T05:00:00.000Z,42.43805797236634,-76.49333589999998,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2540,114 EDDY STREET,1,2590.0,600.0,Price per Person,1,1,Room to Rent,2020-06-15T04:00:00.000Z,42.4387078,-76.4875984,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2541,116 HEIGHTS COURT,116.5 Heights Ct,2591.0,3000.0,Price per Unit,4,1,Rent,2021-06-09T04:00:00.000Z,42.455256394612384,-76.4846403,No,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2542,409 COLLEGE AVENUE,402,2592.0,1750.0,Price per Unit,studio,1,Rent,2019-10-09T04:00:00.000Z,42.442285754170136,-76.4849973,Yes,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2543,THURSTON AVENUE,Apt C31,2593.0,800.0,Price per Person,1,1,Share,2019-10-10T04:00:00.000Z,42.45427413995164,-76.48548679073792,Yes,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2544,120 WAIT AVENUE,2,2594.0,603.0,Price per Unit,1,1,Room to Rent,2020-01-01T05:00:00.000Z,42.4545688,-76.4843455,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2545,THURSTON AVENUE (LOT),320,2595.0,800.0,Price per Person,1,1,Rent,2019-10-10T04:00:00.000Z,42.4542355,-76.485489,Yes,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2546,CORNELL STREET,320 Thurston Ave,2596.0,800.0,Price per Person,1,1,Rent,2019-10-10T04:00:00.000Z,42.44118212466543,-76.4854566564751,Yes,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2547,100 FAIRVIEW SQUARE,5G,2597.0,1499.0,Price per Unit,1,1,Rent,2020-08-07T04:00:00.000Z,42.4409464249872,-76.4762356,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2548,305 EDDY STREET,2,2598.0,850.0,Price per Person,3,1,Room to Rent,2019-12-22T05:00:00.000Z,42.4410006,-76.48705834681083,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2549,305 EDDY STREET,2,2599.0,850.0,Price per Person,3,1,Room to Rent,2019-12-22T05:00:00.000Z,42.4410006,-76.48748090739649,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2550,127 COLLEGE AVENUE,Apartment #2,2600.0,1000.0,Price per Unit,studio,1,Rent,2020-08-10T04:00:00.000Z,42.4390568,-76.4848425,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2551,171 STATE STREET E,Apt 347,2601.0,1200.0,Price per Unit,1,1,Rent,2020-01-02T05:00:00.000Z,42.4394279,-76.49707914573345,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2552,133 BLAIR STREET,,2602.0,1045.0,Price per Person,8,4,Rent,2020-06-01T04:00:00.000Z,42.4393426,-76.4856557,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,327 EDDY STREET,4D,2603.0,1280.0,Price per Person,studio,1,Rent,2019-12-22T05:00:00.000Z,42.4416436,-76.48731143922397,No,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2554,"706 E. Buffalo St,",1,2604.0,2685.0,Price per Unit,3,1,Rent,2020-06-01T04:00:00.000Z,42.441811,-76.48815997311418,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2555,116 Walnut St,,2605.0,800.0,Price per Unit,1,1,Rent,2020-01-01T05:00:00.000Z,42.4386349,-76.4741083,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2556,717 TIOGA STREET N,B,2606.0,700.0,Price per Unit,1,1,Rent,2019-10-17T04:00:00.000Z,42.4483268,-76.4970855,No,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2557,413 TIOGA STREET N,2,2607.0,592.0,Price per Unit,1,1,Rent,2019-10-17T04:00:00.000Z,42.4434627,-76.4967693,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2558,319 COLLEGE AVENUE,16,2608.0,800.0,Price per Person,4,1.5,Rent,2020-01-02T05:00:00.000Z,42.4412278,-76.48510367008477,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2559,306 STEWART AVENUE,Apt 3,2609.0,700.0,Price per Unit,1,1,Room to Rent,2021-01-01T05:00:00.000Z,42.44193429023612,-76.4899928,Yes,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2560,260 Renwick Dr,,2610.0,900.0,Price per Unit,1,1,Room to Rent,2019-11-01T04:00:00.000Z,42.462363,-76.49533,No,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2561,412 UNIVERSITY AVENUE,3,2611.0,650.0,Price per Person,4,1,Room to Rent,2020-01-15T05:00:00.000Z,42.4481152,-76.49311507140908,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2562,310 Graduate Drive,,2612.0,1100.0,Price per Unit,2,1,Rent,2020-01-01T05:00:00.000Z,42.4508511,-76.4416945,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2563,111 Dryden Rd. Apt. 8F,"Apt. 8F, Room 5",2613.0,930.0,Price per Person,1,1.5,Room to Rent,2020-01-01T05:00:00.000Z,42.4414494,-76.48645772831509,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2564,111 Dryden Rd. Apt. 8F,"Apt. 8F, Room 5",2614.0,930.0,Price per Person,1,1.5,Room to Rent,2020-01-01T05:00:00.000Z,42.4414494,-76.48674430130156,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2565,318 ELMWOOD AVENUE,3,2615.0,840.0,Price per Person,1,2,Room to Rent,2020-01-01T05:00:00.000Z,42.4408116,-76.4821769,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2566,117 OAK AVENUE,,2616.0,895.0,Price per Person,1,1,Room to Rent,2020-01-01T05:00:00.000Z,42.4423531,-76.48432287824335,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2567,216 UNIVERSITY AVENUE,,2617.0,800.0,Price per Unit,1,1,Rent,2019-10-21T04:00:00.000Z,42.44575080000001,-76.493562520414,Yes,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2568,603-03.5 AURORA STREET N,,2618.0,550.0,Price per Person,6,1.5,Room to Rent,2020-01-01T05:00:00.000Z,42.4484659,-76.49641556953497,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2569,209 COLLEGE AVENUE,14,2619.0,965.0,Price per Person,2,1,Rent,2020-06-20T04:00:00.000Z,42.43992410000001,-76.48514079538016,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2570,4490 County Road 6,,2620.0,1900.0,Price per Unit,5,2.5,Rent,2019-11-10T05:00:00.000Z,42.45065524970243,-76.7097881478494,Yes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2571,306 STEWART AVENUE,3,2621.0,775.0,Price per Person,3,1,Rent,2020-08-01T04:00:00.000Z,42.4418979,-76.48981039597506,No,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2572,138 LINDEN AVENUE,06,2622.0,825.0,Price per Person,6,2,Rent,2020-06-10T04:00:00.000Z,42.4392289,-76.48439069999999,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2573,115 QUARRY STREET S,588,2623.0,1595.0,Price per Unit,studio,1,Rent,2020-01-19T05:00:00.000Z,42.4370649,-76.48762735117943,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2574,108 Eddy Street,41,2624.0,850.0,Price per Person,4,1,Room to Rent,2019-10-24T04:00:00.000Z,42.438515,-76.487482,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2575,327 EDDY STREET,4D,2625.0,1350.0,Price per Person,studio,1,Rent,2019-12-22T05:00:00.000Z,42.4416436,-76.48756582900388,No,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2576,524 Cayuga Heights Rd,,2626.0,1900.0,Price per Unit,2,3,Rent,2019-12-28T05:00:00.000Z,42.469191,-76.496032,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2577,26 Rochester ST,,2627.0,750.0,Price per Unit,1,1,Rent,2019-11-30T05:00:00.000Z,42.492981534392406,-76.3036537,No,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2578,1 Dart Dr.,A,2628.0,2220.0,Price per Unit,3,2.5,Rent,2021-04-01T04:00:00.000Z,42.4822908,-76.47982623298594,Yes,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2579,1 Dart Dr.,B,2629.0,2125.0,Price per Unit,2,2.5,Rent,2020-08-01T04:00:00.000Z,42.4822908,-76.47964775688185,Yes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2580,113 VALENTINE PLACE,946,2630.0,600.0,Price per Person,1,1,Room to Rent,2020-03-19T04:00:00.000Z,42.43567770000001,-76.4856969,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2581,151-59 DRYDEN ROAD,Collegetown Center,2631.0,1460.0,Price per Unit,studio,1,Rent,2020-08-11T04:00:00.000Z,42.44140059909854,-76.48576779999999,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,115 STEWART AVENUE,2N,2632.0,1080.0,Price per Unit,1,1,Rent,2020-01-01T05:00:00.000Z,42.440327283714005,-76.4895411,Yes,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2583,403 COLLEGE AVENUE,3,2633.0,1200.0,Price per Person,6,2,Rent,2020-01-01T05:00:00.000Z,42.44193137152381,-76.4850774,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2584,324 CENTER STREET,,2634.0,600.0,Price per Person,4,1,Room to Rent,2019-10-29T04:00:00.000Z,42.4356807,-76.5051716,Yes,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2585,106 VALENTINE PLACE,628,2635.0,1860.0,Price per Unit,1,1,Rent,2020-08-08T04:00:00.000Z,42.43734540571811,-76.48640744960801,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2586,221 EDDY STREET,6,2636.0,0.0,Price per Unit,1,4,Room to Rent,2020-01-01T05:00:00.000Z,42.44058769999999,-76.48711143778692,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2587,312 COLLEGE AVENUE,601,2637.0,1300.0,Price per Person,1,1,Room to Rent,2019-12-20T05:00:00.000Z,42.4409662,-76.48548061264016,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2588,122 LAKE AVENUE,1S,2638.0,860.0,Price per Person,2,1,Room to Rent,2019-12-01T05:00:00.000Z,42.44542999999999,-76.500451,Yes,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2589,504 1/2 Thurston Avenue,,2639.0,735.0,Price per Unit,studio,1,Rent,2021-08-16T04:00:00.000Z,42.45391,-76.48310787431657,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2590,309 CENTER STREET,,2640.0,2200.0,Price per Unit,4,2,Rent,2019-12-01T05:00:00.000Z,42.4353249,-76.5044037,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2591,301-11 THURSTON AVENUE,,2641.0,550.0,Price per Unit,1,3,Room to Rent,2019-12-26T05:00:00.000Z,42.4532864,-76.48569599999999,Yes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2592,DRYDEN ROAD,111 Dryden Rd. Apt 8F,2642.0,900.0,Price per Person,1,1.5,Room to Rent,2020-01-01T05:00:00.000Z,42.4422708,-76.4766997,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2593,238 LINDEN AVENUE (NEW),,2643.0,1850.0,Price per Unit,studio,1,Rent,2020-10-05T04:00:00.000Z,42.4412275,-76.48469099977616,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2594,151-59 DRYDEN ROAD,526,2644.0,1100.0,Price per Unit,studio,1,Rent,2020-01-02T05:00:00.000Z,42.441602029820885,-76.48576779999999,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2595,311 GREEN STREET E,6D,2645.0,2750.0,Price per Unit,2,2,Rent,2019-11-03T04:00:00.000Z,42.4390122,-76.49396927265738,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2596,531 STATE STREET E,,2646.0,625.0,Price per Person,9,3,Room to Rent,2019-12-30T05:00:00.000Z,42.439102,-76.4897675748219,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2597,312 COLLEGE AVENUE,617,2647.0,1393.0,Price per Person,3,2,Room to Rent,2019-11-03T04:00:00.000Z,42.4409662,-76.48568780499436,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2598,134 LINDEN AVENUE,R1,2648.0,800.0,Price per Person,3,2,Room to Rent,2019-12-18T05:00:00.000Z,42.43916767995913,-76.48439069999999,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2599,1561 slaterville rd,,2649.0,625.0,Price per Person,1,1,Room to Rent,2020-07-01T04:00:00.000Z,42.416348,-76.4529156474742,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2600,25 Searles Road,,2650.0,1300.0,Price per Unit,4,2,Rent,2019-11-18T05:00:00.000Z,42.567027,-76.49553200000001,No,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2601,111 BLAIR STREET,2,2651.0,895.0,Price per Person,3,1,Rent,2020-08-10T04:00:00.000Z,42.43769959999999,-76.4856331,Yes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2602,114 SUMMIT AVENUE,Apartment 206,2652.0,2050.0,Price per Unit,1,1,Rent,2020-01-01T05:00:00.000Z,42.44205119999999,-76.48354791360983,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2603,1 Meadowlark Rd,,2653.0,800.0,Price per Unit,1,1,Rent,2021-01-01T05:00:00.000Z,42.471819,-76.44924999999999,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2604,MAPLEWOOD GROVE (LOT),B,2654.0,969.0,Price per Person,1,1,Rent,2019-12-17T05:00:00.000Z,42.43765446010962,-76.47210473986433,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2605,804 Cayuga Heights Road,,2655.0,800.0,Price per Unit,1,1,Rent,2019-11-05T05:00:00.000Z,42.4791446,-76.50042839999999,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2606,210 PLEASANT STREET,1,2656.0,1400.0,Price per Unit,1,1,Rent,2019-12-15T05:00:00.000Z,42.4367664,-76.4962724,No,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2607,521 STATE STREET E,4,2657.0,800.0,Price per Person,3,1,Room to Rent,2020-01-01T05:00:00.000Z,42.4391239,-76.49092675792649,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2608,16 Cinema Drive,,2658.0,1890.0,Price per Unit,2,2,Rent,2021-04-13T04:00:00.000Z,42.4793651,-76.47887083758931,Yes,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2609,319 COLLEGE AVENUE,Apt 1,2659.0,900.0,Price per Person,3,2,Rent,2020-01-01T05:00:00.000Z,42.4412278,-76.48495401291495,No,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2610,706 BUFFALO STREET E,,2660.0,895.0,Price per Person,3,1,Rent,2020-07-02T04:00:00.000Z,42.441811,-76.48842237003726,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2611,302 BRYANT AVENUE,3,2661.0,800.0,Price per Person,1,1,Room to Rent,2019-12-22T05:00:00.000Z,42.44080076926661,-76.4835775,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2612,409-09.5 CASCADILLA STREET,409.5,2662.0,1100.0,Price per Unit,2,1,Rent,2019-11-07T05:00:00.000Z,42.44434112670202,-76.504949,Yes,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2613,118 COLLEGE AVENUE,401,2663.0,750.0,Price per Person,6,2,Room to Rent,2020-01-01T05:00:00.000Z,42.4385075,-76.48505698235866,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2614,320 DRYDEN ROAD,3J,2664.0,850.0,Price per Person,4,2,Room to Rent,2020-06-01T04:00:00.000Z,42.44156599999999,-76.48240671549225,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2615,301 EDDY STREET,#2,2665.0,900.0,Price per Person,3,1,Rent,2019-12-23T05:00:00.000Z,42.44093119081872,-76.4873069,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2616,85 Turkey Hill Rd,,2666.0,2250.0,Price per Unit,2,1,Rent,2021-06-05T04:00:00.000Z,42.454093,-76.4282042146511,Yes,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2617,1635 Ellis Hollow Road,,2667.0,1300.0,Price per Unit,1,1,Rent,2021-02-01T05:00:00.000Z,42.427328,-76.3963798737024,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2618,626-28 STEWART AVENUE,,2668.0,450.0,Price per Unit,1,2,Room to Rent,2019-11-11T05:00:00.000Z,42.4471757,-76.49056689999999,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
